Post ID,Post Text,clean_text,sentiment,predicted_sentiment,emotion,is_relevant,severity,Likes,Replies
savendaputri/DZymzSLiVPQ,"Membalas @nitnut_25 | Lha terus para mitra ini beli ayam, telur, sayur, buah, ikan dari siapa? Dari China?","membalas | lha terus para mitra ini beli ayam, telur, sayur, buah, ikan dari siapa? dari china?",negative,negative,frustration,True,low,0,1
alang_sanjaya/DZzQ-27AT4b,"Nyatanya , mengelola Keungan negara itu tdk semudah yg mereka bilang . Yg katanya kenapa gak dana mbg sama kdmp di kasih pln aja biar bisa beli batu bara berapapun harga nya . Mereka lupa klo ada yg namanya UU keuangan Negara dan UU Apbn beserta konstitusi ,","nyatanya , mengelola keungan negara itu tdk semudah yg mereka bilang . yg katanya kenapa gak dana mbg sama kdmp di kasih pln aja biar bisa beli batu bara berapapun harga nya . mereka lupa klo ada yg namanya uu keuangan negara dan uu apbn beserta konstitusi ,",negative,negative,frustration,True,medium,0,1
nana_sarasvati/DZy4-CZkYzh,"Setuju. Harapannya memang yang dirasa mampu tidak perlu menerima mbg sehingga mbg ini didistribusikan kepada orang yang lebih membutuhkan saja dan karena jumlah yang didistribusikan jadi berkurang karena hal tsb, harapannya makanan jadi lebih layak untuk mereka yang benar-benar membutuhkan.","setuju. harapannya memang yang dirasa mampu tidak perlu menerima mbg sehingga mbg ini didistribusikan kepada orang yang lebih membutuhkan saja dan karena jumlah yang didistribusikan jadi berkurang karena hal tsb, harapannya makanan jadi lebih layak untuk mereka yang benar-benar membutuhkan.",positive,positive,trust,True,none,0,1
forageek_store/DZzKhcIkd7X,"Membalas @alang_sanjaya | @alang_sanjaya | Iya, kenapa MBG? Kok tidak salahin KDMP, Alutsista, Kabinet Gemuk, anggaran instansi/K/L yg naik drastis, kebutuhan anggaran 5 Triliun malah dikasih 10 Triliun? Kalau duit negara berlebih mah, gak usah utang ke China, bayarin itu utang subsidi PLN agar PLN bisa beli batubara dan sumber energi lainnya..🥲","membalas | | iya, kenapa mbg? kok tidak salahin kdmp, alutsista, kabinet gemuk, anggaran instansi/k/l yg naik drastis, kebutuhan anggaran 5 triliun malah dikasih 10 triliun? kalau duit negara berlebih mah, gak usah utang ke china, bayarin itu utang subsidi pln agar pln bisa beli batubara dan sumber energi lainnya..🥲",negative,negative,frustration,True,medium,0,1
zarunaluna/DZzd0yeklc7,"MBG lebih utama daripada Pendidikan dan lainnya? Ya, MBG emang penting, asalkan di dalamnya tidak ada Korupsi. IZINNN | ""Maka bertanyalah kepada orang yang mempunyai pengetahuan jika kamu tidak mengetahui."" (QS. An-Nahl: 43; Al-Anbiya': 7) | ""Menuntut ilmu itu wajib bagi setiap Muslim."" (HR. Sunan Ibnu Majah no. 224) | Nih buat warga dengan KTP Islam yang setiap hari ibadah tapi masih plenger. Jangan lupa diterapin ayat Al-Qur'an dan Hadits, jangan cuma dibaca kaya anak TK.","mbg lebih utama daripada pendidikan dan lainnya? ya, mbg emang penting, asalkan di dalamnya tidak ada korupsi. izinnn | ""maka bertanyalah kepada orang yang mempunyai pengetahuan jika kamu tidak mengetahui."" (qs. an-nahl: 43; al-anbiya': 7) | ""menuntut ilmu itu wajib bagi setiap muslim."" (hr. sunan ibnu majah no. 224) | nih buat warga dengan ktp islam yang setiap hari ibadah tapi masih plenger. jangan lupa diterapin ayat al-qur'an dan hadits, jangan cuma dibaca kaya anak tk.",mixed,mixed,frustration,True,medium,0,0
heppiyaa_/DZys7OzErtb,"Sebagai ibu menyusui, aku lebih memilih hidup normal dengan listrik yang menyala seperti biasanya, gaji suami lancar tanpa terhambat efisiensi anggaran di setiap ranah kehidupan, dibandingkan dengan pemberian makanan gratis seperti ini. Terkait makan sehari sekali, sudah biasa kami usahakan masing-masing.","sebagai ibu menyusui, aku lebih memilih hidup normal dengan listrik yang menyala seperti biasanya, gaji suami lancar tanpa terhambat efisiensi anggaran di setiap ranah kehidupan, dibandingkan dengan pemberian makanan gratis seperti ini. terkait makan sehari sekali, sudah biasa kami usahakan masing-masing.",negative,negative,frustration,True,medium,11,2
congalunk/DZzd0KWkrv4,"Jangan terlalu banyak menyampaikan kritik jika tidak mau ikut berbenah baik dari tatakelola, pelaksanaan bahkan support system yang harusnya dikawal bersama oleh rakyat dalam berjalannya MBG lebih baik kedepan. Ini bukan soal siapa yang diuntungkan, tapi ini bicara tentang jutaan rakyat yang saat ini mendapatkan dampak positif dari program MBG. Mulai dari relawan, suplier hingga ke penerima manfaat di semua sektor.","jangan terlalu banyak menyampaikan kritik jika tidak mau ikut berbenah baik dari tatakelola, pelaksanaan bahkan support system yang harusnya dikawal bersama oleh rakyat dalam berjalannya mbg lebih baik kedepan. ini bukan soal siapa yang diuntungkan, tapi ini bicara tentang jutaan rakyat yang saat ini mendapatkan dampak positif dari program mbg. mulai dari relawan, suplier hingga ke penerima manfaat di semua sektor.",positive,positive,satisfaction,True,none,0,0
luvlyintan/DZzsWjKkxMa,"Kak Abdur, Terimakasih sdh mewakili prasaan dan pmikiranku, ada byk program/ kputusan pmerintah yg kontra sma pemahamanku, tp ada jg yg aku dukung sprti mbg krn sjujurnya aku sndiri mrasakan manfaatnya tp memang betul sistemnya bermasalah dan itu yg hrs diperbaiki bkn programnya yg di stop. Tp dgn pdapatku ini, mrk justru menganggapku buzzer 😅 smpe blg akn mnuntut smua voters 02 di akhirat, mdoakan prbw cpt m*ti 😢 ini kbencian yg mengakar di hatinya bkn kritik! Demokrasi yg kebablasan 😔","kak abdur, terimakasih sdh mewakili prasaan dan pmikiranku, ada byk program/ kputusan pmerintah yg kontra sma pemahamanku, tp ada jg yg aku dukung sprti mbg krn sjujurnya aku sndiri mrasakan manfaatnya tp memang betul sistemnya bermasalah dan itu yg hrs diperbaiki bkn programnya yg di stop. tp dgn pdapatku ini, mrk justru menganggapku buzzer 😅 smpe blg akn mnuntut smua voters 02 di akhirat, mdoakan prbw cpt m*ti 😢 ini kbencian yg mengakar di hatinya bkn kritik! demokrasi yg kebablasan 😔",mixed,mixed,frustration,True,medium,0,0
dilapangaagung/DZyv3lAIDvB,Pengelolah SPPG peotes MBG di hentikan saat libur sekolah jadi tau siapa yang butuh dan lapar MBG🤔,pengelolah sppg peotes mbg di hentikan saat libur sekolah jadi tau siapa yang butuh dan lapar mbg🤔,mixed,mixed,satisfaction,True,none,0,0
titiekmudayana/DZzLCz-jeNw,"Kalau anak2 sekolah Libur, MBG gimana..? Yg dikasih makan anak2 tuyul..?. Klo bikin Program pake otak..!! Mendingan Uang nya untuk emak2 nya..","kalau anak2 sekolah libur, mbg gimana..? yg dikasih makan anak2 tuyul..?. klo bikin program pake otak..!! mendingan uang nya untuk emak2 nya..",negative,negative,frustration,True,medium,16,9
jmy.purba/DZzLibnm2w8,MBG yang versi gratis kayak yang diadakan Yesus ada ga?,mbg yang versi gratis kayak yang diadakan yesus ada ga?,neutral,neutral,confusion,True,none,0,1
nopita_lolita/DZz3uLBkyE7,Hiks pemerintah biadaaaaab..gara gara mempertahan kan MBG rela mengorbankan semua kepentingan dan kebutuhan rakyat yang paling pokok yaitu listrik dan BBM..,hiks pemerintah biadaaaaab..gara gara mempertahan kan mbg rela mengorbankan semua kepentingan dan kebutuhan rakyat yang paling pokok yaitu listrik dan bbm..,negative,negative,anger,True,high,0,0
rinahammas/DZzsVDTmXP4,Kalo sekolah libur ya mbg libur juga. Anak makan full dirumah masing2. Hayukkkk semangat ortunya kasih makan yg empat sehat lima sempurna. Minimal dalam satu minggu bisa tercapai smg lbh macam2 dan aneka rasa,kalo sekolah libur ya mbg libur juga. anak makan full dirumah masing2. hayukkkk semangat ortunya kasih makan yg empat sehat lima sempurna. minimal dalam satu minggu bisa tercapai smg lbh macam2 dan aneka rasa,positive,positive,joy,True,none,1,0
goloborodkogoloborodko/DZzQ-OTGcYv,Nanik siapa?? Ketua MBG kah??,nanik siapa?? ketua mbg kah??,neutral,neutral,confusion,True,none,0,0
giatpratoni/DZzr4CLEt92,"Membalas @wkinkartworkz | @wkinkartworkz | Tambang korupsinya walaupun banyak tapi masih ada inkam yg masuk ke negara.......ya kalo sudut pandang saya program MBG ini sengaja dibikin untuk pengumpulan dana dan orang2 yg loyal terhadap pemerintahan.....jika memang berguna bagi perkembangan gizi anak,justru di beberapa kabupaten diluar Jawa setelah ada MBG malah jumlah stunting nya naik.ga ada korelasinya antara menyerap hasil panen dengan program mbg ini....emang berapa banyak MBG ini nampung hasil panen para petani???? | Tambang korupsinya walaupun banyak tapi masih ada inkam yg masuk ke negara.......ya kalo sudut pandang saya program MBG ini sengaja dibikin untuk pengumpulan dana dan orang2 yg loyal terhadap pemerintahan.....jika memang berguna bagi perkembangan gizi anak,justru di beberapa kabupaten diluar Jawa setelah ada MBG malah jumlah stunting nya | ada korelasinya antara menyerap hasil panen dengan program mbg ini....emang berapa banyak MBG ini nampung hasil panen para petani????","membalas | | tambang korupsinya walaupun banyak tapi masih ada inkam yg masuk ke negara.......ya kalo sudut pandang saya program mbg ini sengaja dibikin untuk pengumpulan dana dan orang2 yg loyal terhadap pemerintahan.....jika memang berguna bagi perkembangan gizi anak,justru di beberapa kabupaten diluar jawa setelah ada mbg malah jumlah stunting nya naik.ga ada korelasinya antara menyerap hasil panen dengan program mbg ini....emang berapa banyak mbg ini nampung hasil panen para petani???? | tambang korupsinya walaupun banyak tapi masih ada inkam yg masuk ke negara.......ya kalo sudut pandang saya program mbg ini sengaja dibikin untuk pengumpulan dana dan orang2 yg loyal terhadap pemerintahan.....jika memang berguna bagi perkembangan gizi anak,justru di beberapa kabupaten diluar jawa setelah ada mbg malah jumlah stunting nya | ada korelasinya antara menyerap hasil panen dengan program mbg ini....emang berapa banyak mbg ini nampung hasil panen para petani????",negative,mixed,frustration,True,medium,0,1
nana_martiana23/DZy-MV9Exfa,"Listrik nya mati mulu, mau pake kompor listrik,, pala loe peang,, ntar buntutnya semua Rakyat dipaksa makan MBG","listrik nya mati mulu, mau pake kompor listrik,, pala loe peang,, ntar buntutnya semua rakyat dipaksa makan mbg",negative,negative,frustration,True,medium,0,0
raditya.septian/DZy-P78D9Nk,"Justru sbnernya mksd saya jgn trlalu bnyak bantuan, tp jdikan masyarakat mandiri scara ekonomi. Subsidi itu baiknya hanya untuk yg emg bner2 btuh. Lalu pekerjaan yg saya mksd bukan asal yg pntng kerja, tp yg bsa perbaiki ekonomi, kyak ekspor, branding, dll. Cari investor jga hrs prioritas saat ini. Klo mbg itu hasilnya tdk menumbuhkan ekonomi makro, jd jgn d jdikan program yg hrs buat smua skolah, tp khusus yg bner2 btuh, sisanya dialihkan ke pekerjaan yg mmberikan nilai ekonomi scara makro.","justru sbnernya mksd saya jgn trlalu bnyak bantuan, tp jdikan masyarakat mandiri scara ekonomi. subsidi itu baiknya hanya untuk yg emg bner2 btuh. lalu pekerjaan yg saya mksd bukan asal yg pntng kerja, tp yg bsa perbaiki ekonomi, kyak ekspor, branding, dll. cari investor jga hrs prioritas saat ini. klo mbg itu hasilnya tdk menumbuhkan ekonomi makro, jd jgn d jdikan program yg hrs buat smua skolah, tp khusus yg bner2 btuh, sisanya dialihkan ke pekerjaan yg mmberikan nilai ekonomi scara makro.",negative,mixed,disappointment,True,low,4,1
kakbar11/DZzQ9SqE5_C,MBG BISA ATASI PEMADAMAN LISTRIK JAWA DAN SUMATRA??,mbg bisa atasi pemadaman listrik jawa dan sumatra??,neutral,neutral,surprise,True,none,0,0
meng2meng_/DZzdy2wEyZc,"Udah lincah ceria, td ke vet langganan tutup. Jd nanya ke sepupu yg juga vet. Kemungkinan emang keracunan ayam MBG","udah lincah ceria, td ke vet langganan tutup. jd nanya ke sepupu yg juga vet. kemungkinan emang keracunan ayam mbg",negative,negative,anger,True,high,0,1
anipardos/DZyvtTZER8P,Biar berlanjut juga dapet proyek MBG nya,biar berlanjut juga dapet proyek mbg nya,positive,positive,joy,True,none,0,0
elvinmaruf/DZzEPlfmH9G,MBG ama Kopdes udah burik depan mata ilok diem bae pak prabowo itu yg pada bikin kopdes tengah utan dana desanya di block lah 😂😂😂 biar pada stroke kepala desanya.,mbg ama kopdes udah burik depan mata ilok diem bae pak prabowo itu yg pada bikin kopdes tengah utan dana desanya di block lah 😂😂😂 biar pada stroke kepala desanya.,negative,negative,anger,True,medium,0,0
ar_rahman_temanggung/DZz4WKgk4kA,"Yg Tidak Suka Demo mahasiswa Asli: 1. Penguasa, diteruskan ke BUZZER 2. Penerima manfaat/duit MBG&KDMP : Bgn/Partai/Dpr/Dprd/Ormas/Yayasan/Mitra Sppg beserta pekerja2nya/Tni Polri. 3. Rakyat yg kurang wawasan, bukan BODOH ya. | Yg Suka demo Mahasiswa Asli : warga yg sdh Muak dgn KORUPSI kroni2. Dibiarkan saja.","yg tidak suka demo mahasiswa asli: 1. penguasa, diteruskan ke buzzer 2. penerima manfaat/duit mbg&kdmp : bgn/partai/dpr/dprd/ormas/yayasan/mitra sppg beserta pekerja2nya/tni polri. 3. rakyat yg kurang wawasan, bukan bodoh ya. | yg suka demo mahasiswa asli : warga yg sdh muak dgn korupsi kroni2. dibiarkan saja.",negative,mixed,frustration,True,medium,0,0
ivan_pranata099/DZzJCHtmHl_,setara 1x kali MBG,setara 1x kali mbg,neutral,neutral,neutral,True,none,0,0
dpcpri.kabupatensumenep/DZxlnUgAd92,"Ribuan warga kembali turun ke Jakarta untuk mendukung program yang dirasakan manfaatnya, mulai dari MBG, pembukaan lapangan kerja | sc: Prabowo Menyapa #PRI #PartaiRakyatIndonesia #TumbuhBersamaRakyat #MajuRakyatnyaJagaBangsanya #KoalisiIndonesiaMaju","ribuan warga kembali turun ke jakarta untuk mendukung program yang dirasakan manfaatnya, mulai dari mbg, pembukaan lapangan kerja | sc: prabowo menyapa pri partairakyatindonesia tumbuhbersamarakyat majurakyatnyajagabangsanya koalisiindonesiamaju",positive,positive,joy,True,none,0,0
jihanzahira124/DZzQ9B-ki47,Kejagung segel 17.600 motor listrik MBG untuk pengamanan aset selama penyidikan. ⚖️ #kejagung #jagaindonesia #hukumindonesia #indonesiamaju #indonesiaberdaulat,kejagung segel 17.600 motor listrik mbg untuk pengamanan aset selama penyidikan. ⚖️ kejagung jagaindonesia hukumindonesia indonesiamaju indonesiaberdaulat,neutral,neutral,neutral,True,medium,1,0
monicadewyga/DZyvr6ugZcr,"Tentu saja lebih cepat dibangun, Pak Rocky. Kopdes dan dapur MBG adalah ladang cuan cuan dan cuan. Sedangkan sekolah yang rusak? Ah sudahlah.","tentu saja lebih cepat dibangun, pak rocky. kopdes dan dapur mbg adalah ladang cuan cuan dan cuan. sedangkan sekolah yang rusak? ah sudahlah.",negative,negative,anger,True,medium,0,0
windifebrin/DZzdw-eGoo-,masyarakat sbrnya lagi gedeg2nya sama pemerintah yg apa2 dipajakin dannoenggunaanya serampangan buat MBG mbanya ga usah dibawa baper....sbnrnya bukan ke kalia juga gedegnya,masyarakat sbrnya lagi gedeg2nya sama pemerintah yg apa2 dipajakin dannoenggunaanya serampangan buat mbg mbanya ga usah dibawa baper....sbnrnya bukan ke kalia juga gedegnya,negative,negative,frustration,True,medium,1,0
bangranda30/DZyvpw1jd5T,"Fakta menyedihkan di Konoha Bangun kopdes dan dapur MBG lebih cepat dari pada bangunan dan akses sekolah dan jalan rusak Karena disini ikut serta TNI, POLISI DAN PEJABAT"" LAIN NYA","fakta menyedihkan di konoha bangun kopdes dan dapur mbg lebih cepat dari pada bangunan dan akses sekolah dan jalan rusak karena disini ikut serta tni, polisi dan pejabat"" lain nya",negative,negative,disappointment,True,medium,0,0
yournbdy_/DZzILKRk3kT,"Membalas @fiikriabdilah | @fiikriabdilah | Boleh aja, sebenarnya mbg itu program yang bagus KALO EKSEKUSINYA TEPAT LAH INI KACAU BALAU ANJAY😭🤣","membalas | | boleh aja, sebenarnya mbg itu program yang bagus kalo eksekusinya tepat lah ini kacau balau anjay😭🤣",mixed,mixed,frustration,True,low,1,1
firdiatriana/DZzrRtVGNiS,Sedih baca berita 11.000 orang yang demo hari ini di Jember 🥹,sedih baca berita 11.000 orang yang demo hari ini di jember 🥹,negative,neutral,sadness,True,medium,2,3
yn_syrfh/DZzdwWWGaJC,Ustad JIN nya suruh kerja di dapur MBG aja tad,ustad jin nya suruh kerja di dapur mbg aja tad,neutral,neutral,neutral,True,none,0,0
khstgrgz/DZzQ75zktAr,Kamu tim SPPG atau tim buzzer istana? Wkkwkwkwk.. Kalau tim SPPG ngebuzzernya gratisan supaya kubangan lumpur MBG bisa lanjut. Kalau buzzer istana dapetnya gopek per post. Keduanya sama2 hina laknat jahanam dan najis. Makan uang haram dari korupsi uang pajak rakyat semua.,kamu tim sppg atau tim buzzer istana? wkkwkwkwk.. kalau tim sppg ngebuzzernya gratisan supaya kubangan lumpur mbg bisa lanjut. kalau buzzer istana dapetnya gopek per post. keduanya sama2 hina laknat jahanam dan najis. makan uang haram dari korupsi uang pajak rakyat semua.,negative,negative,anger,True,high,0,0
fiikriabdilah/DZzITTuE7Qc,Betul. Masalah dari MBG itu eksekusinya awur2an. Ide programnya mah bagus.,betul. masalah dari mbg itu eksekusinya awur2an. ide programnya mah bagus.,mixed,mixed,frustration,True,medium,0,0
anita.sssk/DZyzInVGpo0,"Gak usah sedih bu,, biar ibunya sendiri yg memikirkan gizi anak""nya😃🤭 Terjemahkan | Gak usah sedih bu,, biar ibunya sendiri yg memikirkan gizi anak""nya😃🤭","gak usah sedih bu,, biar ibunya sendiri yg memikirkan gizi anak""nya😃🤭 terjemahkan | gak usah sedih bu,, biar ibunya sendiri yg memikirkan gizi anak""nya😃🤭",negative,negative,frustration,True,low,1,2
abcdefikri____/DZz36b-D37j,"Yg dukung koruptor siapa? Atas indikator apa mendukung MBG = mendukung koruptor, diskusi sini gaush ada kata buzzer","yg dukung koruptor siapa? atas indikator apa mendukung mbg = mendukung koruptor, diskusi sini gaush ada kata buzzer",negative,negative,frustration,True,medium,0,0
saladin.institute/DZzACVCGELR,"Pekerja MBG Batam Turun Aksi, Tolak Upaya yang Dinilai Menghambat Program Gizi Nasional saladin-institute.com/trend… | Pekerja MBG Batam Turun Aksi, Tolak Upaya yang Dinilai Menghambat Program Gizi Nasional | saladin-institute.com/trend…","pekerja mbg batam turun aksi, tolak upaya yang dinilai menghambat program gizi nasional saladin-institute.com/trend… | pekerja mbg batam turun aksi, tolak upaya yang dinilai menghambat program gizi nasional | saladin-institute.com/trend…",negative,neutral,frustration,True,medium,0,0
aryo.aha/DZzGTqAkaHh,"Pengalaman pertama, jadi tamu dudi di salah satu smk di kota Solo. Saat pulang di kasih nasi box ( isinya nasi, lauk dan buah ). Sengaja setiap dapat bingkisan saya bawa pulang. Biar yang di rumah merasakan juga. Dan ternyata, kata anak saya: “Ini kok sama yang di MBG sekolah saya Bi?” Whattttt??? | Gue dapat MBG sebagai tamu sekolah. Wkwkwkwkw","pengalaman pertama, jadi tamu dudi di salah satu smk di kota solo. saat pulang di kasih nasi box ( isinya nasi, lauk dan buah ). sengaja setiap dapat bingkisan saya bawa pulang. biar yang di rumah merasakan juga. dan ternyata, kata anak saya: “ini kok sama yang di mbg sekolah saya bi?” whattttt??? | gue dapat mbg sebagai tamu sekolah. wkwkwkwkw",positive,positive,surprise,True,none,1,0
darihan_mubarak/DZzsSAGoKCQ,"Jika kemendiktisaintek memberikan tukin untuk semua dosen ASN di bawah kemendikti dalam satu tahun anggaran tanpa membedakan kampus satker, BLU atau BH, maka nilainya setara dengan 1 minggu MBG.","jika kemendiktisaintek memberikan tukin untuk semua dosen asn di bawah kemendikti dalam satu tahun anggaran tanpa membedakan kampus satker, blu atau bh, maka nilainya setara dengan 1 minggu mbg.",neutral,neutral,neutral,True,none,3,3
ibnuharisw/DZzdvmAEyTi,MBG bikin kacau...kopdes yakin bisa jalan? Terjemahkan | MBG bikin kacau...kopdes yakin bisa jalan? | ustadzabdulsomad_official,mbg bikin kacau...kopdes yakin bisa jalan? terjemahkan | mbg bikin kacau...kopdes yakin bisa jalan? | ustadzabdulsomad_official,negative,negative,frustration,True,medium,6,0
rivosiregar/DZzQ7dpDw1W,Pemerintah nya yg gendeng... Semua dikorbanin demi MBG n kopdes...,pemerintah nya yg gendeng... semua dikorbanin demi mbg n kopdes...,negative,negative,anger,True,high,0,0
yogieraga/DZzsOmYAaA4,"Awalnya, PLN beralasan pemadaman bergilir terjadi karena stok batu bara menipis akibat lonjakan ekspor saat nilai dolar sedang tinggi. Namun, klaim ini langsung jadi bahan tertawaan orang-orang di industri tambang. Belakangan, muncul rumor yang terasa lebih masuk akal dan sesuai realitas di lapangan: kas PLN diduga tekor akibat beban program MBG, sehingga mereka tidak punya cukup dana untuk mengamankan pasokan batu bara domestik.","awalnya, pln beralasan pemadaman bergilir terjadi karena stok batu bara menipis akibat lonjakan ekspor saat nilai dolar sedang tinggi. namun, klaim ini langsung jadi bahan tertawaan orang-orang di industri tambang. belakangan, muncul rumor yang terasa lebih masuk akal dan sesuai realitas di lapangan: kas pln diduga tekor akibat beban program mbg, sehingga mereka tidak punya cukup dana untuk mengamankan pasokan batu bara domestik.",negative,negative,frustration,True,medium,0,0
paysalkhs/DZy9odUCcR6,"Membalas @iceamericano_13 | @iceamericano_13 | Ini MBG cuma butuh di benerin. Di evaluasi penerimanya, di evaluasi waktu pembagiannya, di evaluasi sppgnya. Coba mulai 50T dulu. Ini langsung 300T, ya ngamuk orang². Kualitasnya juga tergantung keikhlasan sppg nya gitu. Semoga dibenerin biar manfaatnya merata","membalas | | ini mbg cuma butuh di benerin. di evaluasi penerimanya, di evaluasi waktu pembagiannya, di evaluasi sppgnya. coba mulai 50t dulu. ini langsung 300t, ya ngamuk orang². kualitasnya juga tergantung keikhlasan sppg nya gitu. semoga dibenerin biar manfaatnya merata",negative,mixed,frustration,True,medium,1,1
syuryani_olshop/DZyvm6VibAC,Demo jakarta tolak MBG Demo Jambi Dukung MBG. | Aku dukung MBG .. Karena aku melihat MBG selalu di tunggu/dirindukan anak-anak . | MBG Udah datang buk❓ Pertanyaan yg hampir setiap hari aku dengar.. | Yang baca gimana ❓,demo jakarta tolak mbg demo jambi dukung mbg. | aku dukung mbg .. karena aku melihat mbg selalu di tunggu/dirindukan anak-anak . | mbg udah datang buk❓ pertanyaan yg hampir setiap hari aku dengar.. | yang baca gimana ❓,positive,positive,satisfaction,True,none,0,0
istiyunia/DZzdvJ_Ei7Y,"Saya rasa, rasa iri bukan alasan yang kuat. Anak-anak yang kebutuhan dasarnya sudah terpenuhi umumnya tidak akan merasa dirugikan ataupun iri ketika melihat temannya yang kurang beruntung mendapat bantuan seperti MBG. Mereka justru cenderung lebih memilih makanan dari rumah. Kalaupun muncul rasa iri, justru di sinilah peran orang dewasa untuk mengajarkan empati—bahwa tidak semua anak berada di kondisi yang sama.","saya rasa, rasa iri bukan alasan yang kuat. anak-anak yang kebutuhan dasarnya sudah terpenuhi umumnya tidak akan merasa dirugikan ataupun iri ketika melihat temannya yang kurang beruntung mendapat bantuan seperti mbg. mereka justru cenderung lebih memilih makanan dari rumah. kalaupun muncul rasa iri, justru di sinilah peran orang dewasa untuk mengajarkan empati—bahwa tidak semua anak berada di kondisi yang sama.",positive,negative,trust,True,low,6,1
donat773er/DZy-FK_lFwa,Ini namanya menghina orang tua anakanaknyayg jelasMBG LIBUR justru mengurangi ke was wasan orang tua dari potensi anaknya keracunan dan kena gizi buruk,ini namanya menghina orang tua anakanaknyayg jelasmbg libur justru mengurangi ke was wasan orang tua dari potensi anaknya keracunan dan kena gizi buruk,neutral,neutral,frustration,True,low,0,0
kensley.fin/DZyy9jzj7hG,"Membalas @lukfiana.eun | @lukfiana.eun | Gak pernah baca, tapi sy percaya iya. Emang program laknat menyedot semua anggaran, langsung (pendidikan, kesehatan) maupun tidak langsung (infra, dana transfer daerah)","membalas .eun | .eun | gak pernah baca, tapi sy percaya iya. emang program laknat menyedot semua anggaran, langsung (pendidikan, kesehatan) maupun tidak langsung (infra, dana transfer daerah)",negative,negative,anger,True,high,1,3
rufidah_maulina/DZyQ7kggWcm,"Sebagai dosen dan peneliti, sangat setuju dg statement ini. Kajian akademik harus dibuat sebelum kebijakan dilaksanakan. Itu juga yg saya ajarkan ke mahasiswa dlm berbagai makul salah satunya asuhan kebidanan komunitas. Ada proses mahasiswa harus mengkaji apa yg dibutuhkan masyarakat, yang feasible dilakukan, dan sustain dalam waktu lama. Syukur2 masyarakat bisa berdaya, tidak hanya bergantung pada pencetus program (mahasiswa). | Dr Media Wahyudi Askar sangat rinci dan tegas menyampaikan kekecewaan tapi lawan bicara di acara ini ngahngoh kicep","sebagai dosen dan peneliti, sangat setuju dg statement ini. kajian akademik harus dibuat sebelum kebijakan dilaksanakan. itu juga yg saya ajarkan ke mahasiswa dlm berbagai makul salah satunya asuhan kebidanan komunitas. ada proses mahasiswa harus mengkaji apa yg dibutuhkan masyarakat, yang feasible dilakukan, dan sustain dalam waktu lama. syukur2 masyarakat bisa berdaya, tidak hanya bergantung pada pencetus program (mahasiswa). | dr media wahyudi askar sangat rinci dan tegas menyampaikan kekecewaan tapi lawan bicara di acara ini ngahngoh kicep",mixed,mixed,frustration,True,medium,4400,112
khoiruzzaki69/DZzQ6EeEmzo,Kejagung segel 17.600 motor listrik MBG untuk pengamanan aset selama penyidikan. ⚖️ #kejagung #jagaindonesia #hukumindonesia #indonesiamaju #indonesiaberdaulat,kejagung segel 17.600 motor listrik mbg untuk pengamanan aset selama penyidikan. ⚖️ kejagung jagaindonesia hukumindonesia indonesiamaju indonesiaberdaulat,neutral,neutral,neutral,True,none,1,0
wishnewjkt/DZz3s0okwIh,"Knp kita gak mencontoh program MBG di India? Di sana yg mengelola itu kantin"" sekolah masing"". Jd klo sekolahnya libur, otomatis kantinnya juga libur! Masalahnya kan dapur SPPG itu dibangun sm pengusaha"" yg pinjam uang ke bank. Bank ga mau tau! Tiap bulan hrs byr cicilan! Ketika sekolah libur timbul masalah. Pemasukan utk byr cicilan ga ada 😂","knp kita gak mencontoh program mbg di india? di sana yg mengelola itu kantin"" sekolah masing"". jd klo sekolahnya libur, otomatis kantinnya juga libur! masalahnya kan dapur sppg itu dibangun sm pengusaha"" yg pinjam uang ke bank. bank ga mau tau! tiap bulan hrs byr cicilan! ketika sekolah libur timbul masalah. pemasukan utk byr cicilan ga ada 😂",negative,negative,frustration,True,medium,0,0
seseorang13/DZzcV68kdpk,"Membalas @istiyunia | Keadilan sosial bagi seluruh rakyat indonesia. Ketika diberikan ke yg bersangkutan dalam hal ini <anak² terlantar> apakah anak² lain tidak akan iri <anak²>? Contoh daerah 3T, apakah mereka menginginkan pembangunan seperti daerah lain ? Jawabannya jelas mereka menginginkannya","membalas | keadilan sosial bagi seluruh rakyat indonesia. ketika diberikan ke yg bersangkutan dalam hal ini <anak² terlantar> apakah anak² lain tidak akan iri <anak²>? contoh daerah 3t, apakah mereka menginginkan pembangunan seperti daerah lain ? jawabannya jelas mereka menginginkannya",negative,negative,worry,True,low,0,1
ferrywidiarja/DZ0BLyzk7f6,Kurang asupan MBG tu kayaknya kak Terjemahkan | Kurang asupan MBG tu kayaknya kak,kurang asupan mbg tu kayaknya kak terjemahkan | kurang asupan mbg tu kayaknya kak,negative,positive,worry,True,low,0,0
fentyrtika/DZzSqv-FCil,"MBG: Mereka Bingung Gaes MBG: Mulai Berantem Gaes MBG: Modal Belumbalik Gaes | Ternyata MBG distop bukan siswa yang lapar. Berarti waktu MBG, bukan siswa juga yang kenyang. | Buzzer: MBG=Modal Bacot Gede","mbg: mereka bingung gaes mbg: mulai berantem gaes mbg: modal belumbalik gaes | ternyata mbg distop bukan siswa yang lapar. berarti waktu mbg, bukan siswa juga yang kenyang. | buzzer: mbg=modal bacot gede",negative,negative,frustration,True,medium,126,3
